Game Number,Move Number,Player,Move,Board,Comment
562,71,White,h1g2,". . . r . . k .
p . . . . p p .
. . . . . P . p
P . . . . . . .
. . . . . P . .
. . . . . . . .
. . . . . . q P
. . . . . . R K",
562,72,Black,g7f6,". . . r . . k .
p . . . . p p .
. . . . . P . p
P . . . . . . .
. . . . . P . .
. . . . . . . .
. . . . . . K P
. . . . . . R .","Again 36... g6 was correct.  This move is somewhat inexplicable in that now 36... g6 seems more or less obvious to me.  However, during the game I became distracted analysing what happens after 36... g6 if I go for the a-pawn instead of the f-pawn, when things are less clear.  I guess I didn't appreciate the full range of possibilities.  Now the position can even become dangerous to black because white's king is more active.  The finish is played at a low level and it's a shame for such a full-blooded middle game to end as this does."
562,73,White,g2f3,". . . r . . k .
p . . . . p . .
. . . . . p . p
P . . . . . . .
. . . . . P . .
. . . . . . . .
. . . . . . K P
. . . . . . R .",
562,74,Black,g8f8,". . . r . . k .
p . . . . p . .
. . . . . p . p
P . . . . . . .
. . . . . P . .
. . . . . K . .
. . . . . . . P
. . . . . . R .",
562,75,White,f3e4,". . . r . k . .
p . . . . p . .
. . . . . p . p
P . . . . . . .
. . . . . P . .
. . . . . K . .
. . . . . . . P
. . . . . . R .",
562,76,Black,f8e7,". . . r . k . .
p . . . . p . .
. . . . . p . p
P . . . . . . .
. . . . K P . .
. . . . . . . .
. . . . . . . P
. . . . . . R .",
562,77,White,g1b1,". . . r . . . .
p . . . k p . .
. . . . . p . p
P . . . . . . .
. . . . K P . .
. . . . . . . .
. . . . . . . P
. . . . . . R .",
562,78,Black,f6f5,". . . r . . . .
p . . . k p . .
. . . . . p . p
P . . . . . . .
. . . . K P . .
. . . . . . . .
. . . . . . . P
. R . . . . . .","This line is at best barely drawing.  My only excuse is that I couldn't belive I was in any trouble after the nice play earlier, i.e., I thought I should be fine through inertia."
562,79,White,e4e5,". . . r . . . .
p . . . k p . .
. . . . . . . p
P . . . . p . .
. . . . K P . .
. . . . . . . .
. . . . . . . P
. R . . . . . .",
562,80,Black,f7f6,". . . r . . . .
p . . . k p . .
. . . . . . . p
P . . . K p . .
. . . . . P . .
. . . . . . . .
. . . . . . . P
. R . . . . . .",
562,81,White,e5f5,". . . r . . . .
p . . . k . . .
. . . . . p . p
P . . . K p . .
. . . . . P . .
. . . . . . . .
. . . . . . . P
. R . . . . . .",
562,82,Black,d8d5,". . . r . . . .
p . . . k . . .
. . . . . p . p
P . . . . K . .
. . . . . P . .
. . . . . . . .
. . . . . . . P
. R . . . . . .",
562,83,White,f5g6,". . . . . . . .
p . . . k . . .
. . . . . p . p
P . . r . K . .
. . . . . P . .
. . . . . . . .
. . . . . . . P
. R . . . . . .",
562,84,Black,d5a5,". . . . . . . .
p . . . k . . .
. . . . . p K p
P . . r . . . .
. . . . . P . .
. . . . . . . .
. . . . . . . P
. R . . . . . .",
562,85,White,b1e1,". . . . . . . .
p . . . k . . .
. . . . . p K p
r . . . . . . .
. . . . . P . .
. . . . . . . .
. . . . . . . P
. R . . . . . .",
562,86,Black,e7f8,". . . . . . . .
p . . . k . . .
. . . . . p K p
r . . . . . . .
. . . . . P . .
. . . . . . . .
. . . . . . . P
. . . . R . . .",
562,87,White,g6f6,". . . . . k . .
p . . . . . . .
. . . . . p K p
r . . . . . . .
. . . . . P . .
. . . . . . . .
. . . . . . . P
. . . . R . . .","I was just starting to appreciate how precarious my position was when this move appeared on the board.  Instead, after 44. f5 white could have made me sweat.  Although I don't see a win, neither do I see a clear way for black to a draw."
562,88,Black,a5a6,". . . . . k . .
p . . . . . . .
. . . . . K . p
r . . . . . . .
. . . . . P . .
. . . . . . . .
. . . . . . . P
. . . . R . . .","And white accepted the draw.  All in all, neither of us probably deserved less... or more."
563,1,White,d2d4,"r n b q k b n r
p p p p p p p p
. . . . . . . .
. . . . . . . .
. . . . . . . .
. . . . . . . .
P P P P P P P P
R N B Q K B N R",
563,2,Black,g8f6,"r n b q k b n r
p p p p p p p p
. . . . . . . .
. . . . . . . .
. . . P . . . .
. . . . . . . .
P P P . P P P P
R N B Q K B N R",
563,3,White,c2c4,"r n b q k b . r
p p p p p p p p
. . . . . n . .
. . . . . . . .
. . . P . . . .
. . . . . . . .
P P P . P P P P
R N B Q K B N R",
563,4,Black,e7e6,"r n b q k b . r
p p p p p p p p
. . . . . n . .
. . . . . . . .
. . P P . . . .
. . . . . . . .
P P . . P P P P
R N B Q K B N R",
563,5,White,b1c3,"r n b q k b . r
p p p p . p p p
. . . . p n . .
. . . . . . . .
. . P P . . . .
. . . . . . . .
P P . . P P P P
R N B Q K B N R",
563,6,Black,d7d5,"r n b q k b . r
p p p p . p p p
. . . . p n . .
. . . . . . . .
. . P P . . . .
. . N . . . . .
P P . . P P P P
R . B Q K B N R",
563,7,White,c4d5,"r n b q k b . r
p p p . . p p p
. . . . p n . .
. . . p . . . .
. . P P . . . .
. . N . . . . .
P P . . P P P P
R . B Q K B N R",
563,8,Black,e6d5,"r n b q k b . r
p p p . . p p p
. . . . p n . .
. . . P . . . .
. . . P . . . .
. . N . . . . .
P P . . P P P P
R . B Q K B N R",
563,9,White,c1g5,"r n b q k b . r
p p p . . p p p
. . . . . n . .
. . . p . . . .
. . . P . . . .
. . N . . . . .
P P . . P P P P
R . B Q K B N R",
563,10,Black,b8d7,"r n b q k b . r
p p p . . p p p
. . . . . n . .
. . . p . . B .
. . . P . . . .
. . N . . . . .
P P . . P P P P
R . . Q K B N R",
563,11,White,e2e3,"r . b q k b . r
p p p n . p p p
. . . . . n . .
. . . p . . B .
. . . P . . . .
. . N . . . . .
P P . . P P P P
R . . Q K B N R",
563,12,Black,f8e7,"r . b q k b . r
p p p n . p p p
. . . . . n . .
. . . p . . B .
. . . P . . . .
. . N . P . . .
P P . . . P P P
R . . Q K B N R",
563,13,White,f1d3,"r . b q k . . r
p p p n b p p p
. . . . . n . .
. . . p . . B .
. . . P . . . .
. . N . P . . .
P P . . . P P P
R . . Q K B N R",
563,14,Black,e8g8,"r . b q k . . r
p p p n b p p p
. . . . . n . .
. . . p . . B .
. . . P . . . .
. . N B P . . .
P P . . . P P P
R . . Q K . N R",
563,15,White,g1e2,"r . b q . r k .
p p p n b p p p
. . . . . n . .
. . . p . . B .
. . . P . . . .
. . N B P . . .
P P . . . P P P
R . . Q K . N R",
563,16,Black,f8e8,"r . b q . r k .
p p p n b p p p
. . . . . n . .
. . . p . . B .
. . . P . . . .
. . N B P . . .
P P . . N P P P
R . . Q K . . R",
563,17,White,d1c2,"r . b q r . k .
p p p n b p p p
. . . . . n . .
. . . p . . B .
. . . P . . . .
. . N B P . . .
P P . . N P P P
R . . Q K . . R",
563,18,Black,c7c6,"r . b q r . k .
p p p n b p p p
. . . . . n . .
. . . p . . B .
. . . P . . . .
. . N B P . . .
P P Q . N P P P
R . . . K . . R",
563,19,White,h2h3,"r . b q r . k .
p p . n b p p p
. . p . . n . .
. . . p . . B .
. . . P . . . .
. . N B P . . .
P P Q . N P P P
R . . . K . . R",
563,20,Black,f6e4,"r . b q r . k .
p p . n b p p p
. . p . . n . .
. . . p . . B .
. . . P . . . .
. . N B P . . P
P P Q . N P P .
R . . . K . . R",
563,21,White,g5f4,"r . b q r . k .
p p . n b p p p
. . p . . . . .
. . . p . . B .
. . . P n . . .
. . N B P . . P
P P Q . N P P .
R . . . K . . R","Refusing to exchange pieces on black's terms. 9...Ne4 looks silly as white can push through f2-f3, etc. with tempo."
563,22,Black,d7f6,"r . b q r . k .
p p . n b p p p
. . p . . . . .
. . . p . . . .
. . . P n B . .
. . N B P . . P
P P Q . N P P .
R . . . K . . R",
563,23,White,f2f3,"r . b q r . k .
p p . . b p p p
. . p . . n . .
. . . p . . . .
. . . P n B . .
. . N B P . . P
P P Q . N P P .
R . . . K . . R",
563,24,Black,e4c3,"r . b q r . k .
p p . . b p p p
. . p . . n . .
. . . p . . . .
. . . P n B . .
. . N B P P . P
P P Q . N . P .
R . . . K . . R",
563,25,White,b2c3,"r . b q r . k .
p p . . b p p p
. . p . . n . .
. . . p . . . .
. . . P . B . .
. . n B P P . P
P P Q . N . P .
R . . . K . . R",
563,26,Black,e7d6,"r . b q r . k .
p p . . b p p p
. . p . . n . .
. . . p . . . .
. . . P . B . .
. . P B P P . P
P . Q . N . P .
R . . . K . . R",
563,27,White,f4d6,"r . b q r . k .
p p . . . p p p
. . p b . n . .
. . . p . . . .
. . . P . B . .
. . P B P P . P
P . Q . N . P .
R . . . K . . R",
563,28,Black,d8d6,"r . b q r . k .
p p . . . p p p
. . p B . n . .
. . . p . . . .
. . . P . . . .
. . P B P P . P
P . Q . N . P .
R . . . K . . R",
563,29,White,e3e4,"r . b . r . k .
p p . . . p p p
. . p q . n . .
. . . p . . . .
. . . P . . . .
. . P B P P . P
P . Q . N . P .
R . . . K . . R",
563,30,Black,f6h5,"r . b . r . k .
p p . . . p p p
. . p q . n . .
. . . p . . . .
. . . P P . . .
. . P B . P . P
P . Q . N . P .
R . . . K . . R",Black's N is badly misplaced on h5.
563,31,White,e4e5,"r . b . r . k .
p p . . . p p p
. . p q . . . .
. . . p . . . n
. . . P P . . .
. . P B . P . P
P . Q . N . P .
R . . . K . . R",
563,32,Black,d6h6,"r . b . r . k .
p p . . . p p p
. . p q . . . .
. . . p P . . n
. . . P . . . .
. . P B . P . P
P . Q . N . P .
R . . . K . . R",
563,33,White,c2d2,"r . b . r . k .
p p . . . p p p
. . p . . . . q
. . . p P . . n
. . . P . . . .
. . P B . P . P
P . Q . N . P .
R . . . K . . R","It might seem unnatural to exchange queens, since white's main idea is a pawn advanve en masse on the kingside.  The main point is to keep the initiative by harrasing black's knight. Meanwhile, white connects rooks and increases his lead in development."
563,34,Black,h6d2,"r . b . r . k .
p p . . . p p p
. . p . . . . q
. . . p P . . n
. . . P . . . .
. . P B . P . P
P . . Q N . P .
R . . . K . . R",
563,35,White,e1d2,"r . b . r . k .
p p . . . p p p
. . p . . . . .
. . . p P . . n
. . . P . . . .
. . P B . P . P
P . . q N . P .
R . . . K . . R","g4 is a threat, winning a piece."
563,36,Black,g7g6,"r . b . r . k .
p p . . . p p p
. . p . . . . .
. . . p P . . n
. . . P . . . .
. . P B . P . P
P . . K N . P .
R . . . . . . R",
563,37,White,g2g4,"r . b . r . k .
p p . . . p . p
. . p . . . p .
. . . p P . . n
. . . P . . . .
. . P B . P . P
P . . K N . P .
R . . . . . . R",
563,38,Black,h5g7,"r . b . r . k .
p p . . . p . p
. . p . . . p .
. . . p P . . n
. . . P . . P .
. . P B . P . P
P . . K N . . .
R . . . . . . R",
563,39,White,h3h4,"r . b . r . k .
p p . . . p n p
. . p . . . p .
. . . p P . . .
. . . P . . P .
. . P B . P . P
P . . K N . . .
R . . . . . . R",
563,40,Black,h7h6,"r . b . r . k .
p p . . . p n p
. . p . . . p .
. . . p P . . .
. . . P . . P P
. . P B . P . .
P . . K N . . .
R . . . . . . R",To keep the kingside closed as long as possible.
563,41,White,a1f1,"r . b . r . k .
p p . . . p n .
. . p . . . p p
. . . p P . . .
. . . P . . P P
. . P B . P . .
P . . K N . . .
R . . . . . . R",
563,42,Black,c8d7,"r . b . r . k .
p p . . . p n .
. . p . . . p p
. . . p P . . .
. . . P . . P P
. . P B . P . .
P . . K N . . .
. . . . . R . R",
563,43,White,h1g1,"r . . . r . k .
p p . b . p n .
. . p . . . p p
. . . p P . . .
. . . P . . P P
. . P B . P . .
P . . K N . . .
. . . . . R . R",
563,44,Black,b7b5,"r . . . r . k .
p p . b . p n .
. . p . . . p p
. . . p P . . .
. . . P . . P P
. . P B . P . .
P . . K N . . .
. . . . . R R .",
563,45,White,f3f4,"r . . . r . k .
p . . b . p n .
. . p . . . p p
. p . p P . . .
. . . P . . P P
. . P B . P . .
P . . K N . . .
. . . . . R R .",
563,46,Black,a7a5,"r . . . r . k .
p . . b . p n .
. . p . . . p p
. p . p P . . .
. . . P . P P P
. . P B . . . .
P . . K N . . .
. . . . . R R .",
563,47,White,f4f5,"r . . . r . k .
. . . b . p n .
. . p . . . p p
p p . p P . . .
. . . P . P P P
. . P B . . . .
P . . K N . . .
. . . . . R R .","Everything has been well prepared, and besides the obvious 25.fxg6 white also threatens 25.e6 fxe6 26. f6. Black is basically forced to commit suicide by opening the g-file."
563,48,Black,g6f5,"r . . . r . k .
. . . b . p n .
. . p . . . p p
p p . p P P . .
. . . P . . P P
. . P B . . . .
P . . K N . . .
. . . . . R R .",
563,49,White,g4f5,"r . . . r . k .
. . . b . p n .
. . p . . . . p
p p . p P p . .
. . . P . . P P
. . P B . . . .
P . . K N . . .
. . . . . R R .",
563,50,Black,g8h8,"r . . . r . k .
. . . b . p n .
. . p . . . . p
p p . p P P . .
. . . P . . . P
. . P B . . . .
P . . K N . . .
. . . . . R R .",
563,51,White,e5e6,"r . . . r . . k
. . . b . p n .
. . p . . . . p
p p . p P P . .
. . . P . . . P
. . P B . . . .
P . . K N . . .
. . . . . R R .",White has prepared a very nice final blow.
563,52,Black,f7e6,"r . . . r . . k
. . . b . p n .
. . p . P . . p
p p . p . P . .
. . . P . . . P
. . P B . . . .
P . . K N . . .
. . . . . R R .",
563,53,White,f5f6,"r . . . r . . k
. . . b . . n .
. . p . p . . p
p p . p . P . .
. . . P . . . P
. . P B . . . .
P . . K N . . .
. . . . . R R .",
563,54,Black,g7f5,"r . . . r . . k
. . . b . . n .
. . p . p P . p
p p . p . . . .
. . . P . . . P
. . P B . . . .
P . . K N . . .
. . . . . R R .",
563,55,White,d3f5,"r . . . r . . k
. . . b . . . .
. . p . p P . p
p p . p . n . .
. . . P . . . P
. . P B . . . .
P . . K N . . .
. . . . . R R .",
563,56,Black,e6f5,"r . . . r . . k
. . . b . . . .
. . p . p P . p
p p . p . B . .
. . . P . . . P
. . P . . . . .
P . . K N . . .
. . . . . R R .",
563,57,White,g1g7,"r . . . r . . k
. . . b . . . .
. . p . . P . p
p p . p . p . .
. . . P . . . P
. . P . . . . .
P . . K N . . .
. . . . . R R .",
564,1,White,e2e4,"r n b q k b n r
p p p p p p p p
. . . . . . . .
. . . . . . . .
. . . . . . . .
. . . . . . . .
P P P P P P P P
R N B Q K B N R",
564,2,Black,e7e5,"r n b q k b n r
p p p p p p p p
. . . . . . . .
. . . . . . . .
. . . . P . . .
. . . . . . . .
P P P P . P P P
R N B Q K B N R",
564,3,White,g1f3,"r n b q k b n r
p p p p . p p p
. . . . . . . .
. . . . p . . .
. . . . P . . .
. . . . . . . .
P P P P . P P P
R N B Q K B N R",
564,4,Black,b8c6,"r n b q k b n r
p p p p . p p p
. . . . . . . .
. . . . p . . .
. . . . P . . .
. . . . . N . .
P P P P . P P P
R N B Q K B . R",
564,5,White,f1b5,"r . b q k b n r
p p p p . p p p
. . n . . . . .
. . . . p . . .
. . . . P . . .
. . . . . N . .
P P P P . P P P
R N B Q K B . R",
564,6,Black,a7a6,"r . b q k b n r
p p p p . p p p
. . n . . . . .
. B . . p . . .
. . . . P . . .
. . . . . N . .
P P P P . P P P
R N B Q K . . R",
564,7,White,b5a4,"r . b q k b n r
. p p p . p p p
p . n . . . . .
. B . . p . . .
. . . . P . . .
. . . . . N . .
P P P P . P P P
R N B Q K . . R",
564,8,Black,g8f6,"r . b q k b n r
. p p p . p p p
p . n . . . . .
. . . . p . . .
B . . . P . . .
. . . . . N . .
P P P P . P P P
R N B Q K . . R",
564,9,White,e1g1,"r . b q k b . r
. p p p . p p p
p . n . . n . .
. . . . p . . .
B . . . P . . .
. . . . . N . .
P P P P . P P P
R N B Q K . . R",
564,10,Black,f8e7,"r . b q k b . r
. p p p . p p p
p . n . . n . .
. . . . p . . .
B . . . P . . .
. . . . . N . .
P P P P . P P P
R N B Q . R K .",
564,11,White,f1e1,"r . b q k . . r
. p p p b p p p
p . n . . n . .
. . . . p . . .
B . . . P . . .
. . . . . N . .
P P P P . P P P
R N B Q . R K .",
564,12,Black,b7b5,"r . b q k . . r
. p p p b p p p
p . n . . n . .
. . . . p . . .
B . . . P . . .
. . . . . N . .
P P P P . P P P
R N B Q R . K .",
564,13,White,a4b3,"r . b q k . . r
. . p p b p p p
p . n . . n . .
. p . . p . . .
B . . . P . . .
. . . . . N . .
P P P P . P P P
R N B Q R . K .",
564,14,Black,d7d6,"r . b q k . . r
. . p p b p p p
p . n . . n . .
. p . . p . . .
. . . . P . . .
. B . . . N . .
P P P P . P P P
R N B Q R . K .",
564,15,White,c2c3,"r . b q k . . r
. . p . b p p p
p . n p . n . .
. p . . p . . .
. . . . P . . .
. B . . . N . .
P P P P . P P P
R N B Q R . K .",
564,16,Black,c6a5,"r . b q k . . r
. . p . b p p p
p . n p . n . .
. p . . p . . .
. . . . P . . .
. B P . . N . .
P P . P . P P P
R N B Q R . K .",
564,17,White,b3c2,"r . b q k . . r
. . p . b p p p
p . . p . n . .
n p . . p . . .
. . . . P . . .
. B P . . N . .
P P . P . P P P
R N B Q R . K .",
564,18,Black,c7c5,"r . b q k . . r
. . p . b p p p
p . . p . n . .
n p . . p . . .
. . . . P . . .
. . P . . N . .
P P B P . P P P
R N B Q R . K .",
564,19,White,d2d4,"r . b q k . . r
. . . . b p p p
p . . p . n . .
n p p . p . . .
. . . . P . . .
. . P . . N . .
P P B P . P P P
R N B Q R . K .",
564,20,Black,d8c7,"r . b q k . . r
. . . . b p p p
p . . p . n . .
n p p . p . . .
. . . P P . . .
. . P . . N . .
P P B . . P P P
R N B Q R . K .",
564,21,White,b1d2,"r . b . k . . r
. . q . b p p p
p . . p . n . .
n p p . p . . .
. . . P P . . .
. . P . . N . .
P P B . . P P P
R N B Q R . K .",
564,22,Black,e8g8,"r . b . k . . r
. . q . b p p p
p . . p . n . .
n p p . p . . .
. . . P P . . .
. . P . . N . .
P P B N . P P P
R . B Q R . K .",
564,23,White,h2h3,"r . b . . r k .
. . q . b p p p
p . . p . n . .
n p p . p . . .
. . . P P . . .
. . P . . N . .
P P B N . P P P
R . B Q R . K .",
564,24,Black,a5c6,"r . b . . r k .
. . q . b p p p
p . . p . n . .
n p p . p . . .
. . . P P . . .
. . P . . N . P
P P B N . P P .
R . B Q R . K .",
564,25,White,d4d5,"r . b . . r k .
. . q . b p p p
p . n p . n . .
. p p . p . . .
. . . P P . . .
. . P . . N . P
P P B N . P P .
R . B Q R . K .",
564,26,Black,c6d8,"r . b . . r k .
. . q . b p p p
p . n p . n . .
. p p P p . . .
. . . . P . . .
. . P . . N . P
P P B N . P P .
R . B Q R . K .",
564,27,White,a2a4,"r . b n . r k .
. . q . b p p p
p . . p . n . .
. p p P p . . .
. . . . P . . .
. . P . . N . P
P P B N . P P .
R . B Q R . K .",
564,28,Black,b5b4,"r . b n . r k .
. . q . b p p p
p . . p . n . .
. p p P p . . .
P . . . P . . .
. . P . . N . P
. P B N . P P .
R . B Q R . K .",Weakening c4 and allowing the ensuing play. 14...Bb7 is also nice for white since the bishop has nothing to do there.
564,29,White,d2c4,"r . b n . r k .
. . q . b p p p
p . . p . n . .
. . p P p . . .
P p . . P . . .
. . P . . N . P
. P B N . P P .
R . B Q R . K .",
564,30,Black,a6a5,"r . b n . r k .
. . q . b p p p
p . . p . n . .
. . p P p . . .
P p N . P . . .
. . P . . N . P
. P B . . P P .
R . B Q R . K .",
564,31,White,f3e5,"r . b n . r k .
. . q . b p p p
. . . p . n . .
p . p P p . . .
P p N . P . . .
. . P . . N . P
. P B . . P P .
R . B Q R . K .","This little combination opens up the center so white can exploit his positional advantages, particularly on the light squares. Otherwise black would be fine after 16...Ne8."
564,32,Black,c8a6,"r . b n . r k .
. . q . b p p p
. . . p . n . .
p . p P N . . .
P p N . P . . .
. . P . . . . P
. P B . . P P .
R . B Q R . K .",
564,33,White,c2b3,"r . . n . r k .
. . q . b p p p
b . . p . n . .
p . p P N . . .
P p N . P . . .
. . P . . . . P
. P B . . P P .
R . B Q R . K .",
564,34,Black,d6e5,"r . . n . r k .
. . q . b p p p
b . . p . n . .
p . p P N . . .
P p N . P . . .
. B P . . . . P
. P . . . P P .
R . B Q R . K .",
564,35,White,d5d6,"r . . n . r k .
. . q . b p p p
b . . . . n . .
p . p P p . . .
P p N . P . . .
. B P . . . . P
. P . . . P P .
R . B Q R . K .",
564,36,Black,e7d6,"r . . n . r k .
. . q . b p p p
b . . P . n . .
p . p . p . . .
P p N . P . . .
. B P . . . . P
. P . . . P P .
R . B Q R . K .",
564,37,White,d1d6,"r . . n . r k .
. . q . . p p p
b . . b . n . .
p . p . p . . .
P p N . P . . .
. B P . . . . P
. P . . . P P .
R . B Q R . K .",
564,38,Black,c7d6,"r . . n . r k .
. . q . . p p p
b . . Q . n . .
p . p . p . . .
P p N . P . . .
. B P . . . . P
. P . . . P P .
R . B . R . K .",
564,39,White,c4d6,"r . . n . r k .
. . . . . p p p
b . . q . n . .
p . p . p . . .
P p N . P . . .
. B P . . . . P
. P . . . P P .
R . B . R . K .",
564,40,Black,d8b7,"r . . n . r k .
. . . . . p p p
b . . N . n . .
p . p . p . . .
P p . . P . . .
. B P . . . . P
. P . . . P P .
R . B . R . K .",
564,41,White,d6b7,"r . . . . r k .
. n . . . p p p
b . . N . n . .
p . p . p . . .
P p . . P . . .
. B P . . . . P
. P . . . P P .
R . B . R . K .",
564,42,Black,a6b7,"r . . . . r k .
. N . . . p p p
b . . . . n . .
p . p . p . . .
P p . . P . . .
. B P . . . . P
. P . . . P P .
R . B . R . K .",
564,43,White,c3b4,"r . . . . r k .
. b . . . p p p
. . . . . n . .
p . p . p . . .
P p . . P . . .
. B P . . . . P
. P . . . P P .
R . B . R . K .",
564,44,Black,c5b4,"r . . . . r k .
. b . . . p p p
. . . . . n . .
p . p . p . . .
P P . . P . . .
. B . . . . . P
. P . . . P P .
R . B . R . K .",
564,45,White,f2f3,"r . . . . r k .
. b . . . p p p
. . . . . n . .
p . . . p . . .
P p . . P . . .
. B . . . . . P
. P . . . P P .
R . B . R . K .","Cementing white's advantage. Both of his minor pieces are better than their counterparts, and black's queenside pawns are also weak."
564,46,Black,f8d8,"r . . . . r k .
. b . . . p p p
. . . . . n . .
p . . . p . . .
P p . . P . . .
. B . . . P . P
. P . . . . P .
R . B . R . K .",
564,47,White,c1e3,"r . . r . . k .
. b . . . p p p
. . . . . n . .
p . . . p . . .
P p . . P . . .
. B . . . P . P
. P . . . . P .
R . B . R . K .",
564,48,Black,h7h6,"r . . r . . k .
. b . . . p p p
. . . . . n . .
p . . . p . . .
P p . . P . . .
. B . . B P . P
. P . . . . P .
R . . . R . K .",
564,49,White,e1d1,"r . . r . . k .
. b . . . p p .
. . . . . n . p
p . . . p . . .
P p . . P . . .
. B . . B P . P
. P . . . . P .
R . . . R . K .",
564,50,Black,b7c6,"r . . r . . k .
. b . . . p p .
. . . . . n . p
p . . . p . . .
P p . . P . . .
. B . . B P . P
. P . . . . P .
R . . R . . K .",
564,51,White,a1c1,"r . . r . . k .
. . . . . p p .
. . b . . n . p
p . . . p . . .
P p . . P . . .
. B . . B P . P
. P . . . . P .
R . . R . . K .",
564,52,Black,c6e8,"r . . r . . k .
. . . . . p p .
. . b . . n . p
p . . . p . . .
P p . . P . . .
. B . . B P . P
. P . . . . P .
. . R R . . K .",
564,53,White,g1f2,"r . . r b . k .
. . . . . p p .
. . . . . n . p
p . . . p . . .
P p . . P . . .
. B . . B P . P
. P . . . . P .
. . R R . . K .",
564,54,Black,d8d1,"r . . r b . k .
. . . . . p p .
. . . . . n . p
p . . . p . . .
P p . . P . . .
. B . . B P . P
. P . . . K P .
. . R R . . . .",
564,55,White,c1d1,"r . . . b . k .
. . . . . p p .
. . . . . n . p
p . . . p . . .
P p . . P . . .
. B . . B P . P
. P . . . K P .
. . R r . . . .",
564,56,Black,a8c8,"r . . . b . k .
. . . . . p p .
. . . . . n . p
p . . . p . . .
P p . . P . . .
. B . . B P . P
. P . . . K P .
. . . R . . . .",
564,57,White,g2g4,". . r . b . k .
. . . . . p p .
. . . . . n . p
p . . . p . . .
P p . . P . . .
. B . . B P . P
. P . . . K P .
. . . R . . . .","With the idea 30.h4, 31.g5, 32.Rd5, etc."
564,58,Black,e8d7,". . r . b . k .
. . . . . p p .
. . . . . n . p
p . . . p . . .
P p . . P . P .
. B . . B P . P
. P . . . K . .
. . . R . . . .",
564,59,White,e3b6,". . r . . . k .
. . . b . p p .
. . . . . n . p
p . . . p . . .
P p . . P . P .
. B . . B P . P
. P . . . K . .
. . . R . . . .",
564,60,Black,d7e6,". . r . . . k .
. . . b . p p .
. B . . . n . p
p . . . p . . .
P p . . P . P .
. B . . . P . P
. P . . . K . .
. . . R . . . .",
564,61,White,b3e6,". . r . . . k .
. . . . . p p .
. B . . b n . p
p . . . p . . .
P p . . P . P .
. B . . . P . P
. P . . . K . .
. . . R . . . .",
564,62,Black,f7e6,". . r . . . k .
. . . . . p p .
. B . . B n . p
p . . . p . . .
P p . . P . P .
. . . . . P . P
. P . . . K . .
. . . R . . . .",
564,63,White,d1d8,". . r . . . k .
. . . . . . p .
. B . . p n . p
p . . . p . . .
P p . . P . P .
. . . . . P . P
. P . . . K . .
. . . R . . . .",Nice. White exchanges off rooks since otherwise black would develop counterplay with ...Rc8-c2 (that was black's idea behind exchanging bishops).
564,64,Black,c8d8,". . r R . . k .
. . . . . . p .
. B . . p n . p
p . . . p . . .
P p . . P . P .
. . . . . P . P
. P . . . K . .
. . . . . . . .",
564,65,White,b6d8,". . . r . . k .
. . . . . . p .
. B . . p n . p
p . . . p . . .
P p . . P . P .
. . . . . P . P
. P . . . K . .
. . . . . . . .",
564,66,Black,f6d7,". . . B . . k .
. . . . . . p .
. . . . p n . p
p . . . p . . .
P p . . P . P .
. . . . . P . P
. P . . . K . .
. . . . . . . .",
564,67,White,d8a5,". . . B . . k .
. . . n . . p .
. . . . p . . p
p . . . p . . .
P p . . P . P .
. . . . . P . P
. P . . . K . .
. . . . . . . .",
564,68,Black,d7c5,". . . . . . k .
. . . n . . p .
. . . . p . . p
B . . . p . . .
P p . . P . P .
. . . . . P . P
. P . . . K . .
. . . . . . . .",
564,69,White,b2b3,". . . . . . k .
. . . . . . p .
. . . . p . . p
B . n . p . . .
P p . . P . P .
. . . . . P . P
. P . . . K . .
. . . . . . . .",
564,70,Black,c5b3,". . . . . . k .
. . . . . . p .
. . . . p . . p
B . n . p . . .
P p . . P . P .
. P . . . P . P
. . . . . K . .
. . . . . . . .",
564,71,White,a5b4,". . . . . . k .
. . . . . . p .
. . . . p . . p
B . . . p . . .
P p . . P . P .
. n . . . P . P
. . . . . K . .
. . . . . . . .",
564,72,Black,b3d4,". . . . . . k .
. . . . . . p .
. . . . p . . p
. . . . p . . .
P B . . P . P .
. n . . . P . P
. . . . . K . .
. . . . . . . .",
564,73,White,a4a5,". . . . . . k .
. . . . . . p .
. . . . p . . p
. . . . p . . .
P B . n P . P .
. . . . . P . P
. . . . . K . .
. . . . . . . .",The extra passed a-pawn wins easily.
565,1,White,e2e4,"r n b q k b n r
p p p p p p p p
. . . . . . . .
. . . . . . . .
. . . . . . . .
. . . . . . . .
P P P P P P P P
R N B Q K B N R",
565,2,Black,c7c5,"r n b q k b n r
p p p p p p p p
. . . . . . . .
. . . . . . . .
. . . . P . . .
. . . . . . . .
P P P P . P P P
R N B Q K B N R",
565,3,White,g1f3,"r n b q k b n r
p p . p p p p p
. . . . . . . .
. . p . . . . .
. . . . P . . .
. . . . . . . .
P P P P . P P P
R N B Q K B N R",
565,4,Black,d7d6,"r n b q k b n r
p p . p p p p p
. . . . . . . .
. . p . . . . .
. . . . P . . .
. . . . . N . .
P P P P . P P P
R N B Q K B . R",
565,5,White,d2d4,"r n b q k b n r
p p . . p p p p
. . . p . . . .
. . p . . . . .
. . . . P . . .
. . . . . N . .
P P P P . P P P
R N B Q K B . R",
